Card_ID,Customer_ID,Card_Type,Credit_Limit,Annual_Fee,Card_Status,Account_Open_Date
CARD200220,C101254,Blue,150000,0,Active,2017-05-12
CARD200221,C103973,Gold,500000,2500,Active,2019-04-25
CARD200222,C100681,Premium,200000,500,Active,2025-12-23
CARD200223,C100530,Platinum,100000,1000,Active,2019-11-27
CARD200224,C106000,Blue,100000,1000,Active,2018-08-16
CARD200225,C102339,Blue,75000,1000,Active,2018-04-04
CARD200226,C100660,Blue,150000,2500,Active,2023-04-15
CARD200227,C108859,Platinum,150000,0,Active,2024-11-28
CARD200228,C107832,Blue,150000,0,Active,2023-04-26
CARD200229,C100225,Gold,75000,500,Active,2017-05-01
CARD200230,C103633,Premium,200000,500,Closed,2024-11-07
CARD200231,C105077,Premium,100000,2500,Closed,2022-04-26
CARD200232,C107194,Blue,100000,2500,Active,2023-01-09
CARD200233,C105439,Premium,75000,1000,Active,2025-11-16
CARD200234,C102813,Blue,200000,2500,Active,2020-03-19
CARD200235,C105152,Platinum,75000,1000,Active,2018-12-29
CARD200236,C101224,Blue,150000,0,Inactive,2018-05-04
CARD200237,C104712,Blue,200000,1000,Active,2020-10-28
CARD200238,C100744,Platinum,150000,1000,Active,2023-05-09
CARD200239,C104839,Gold,150000,1000,Active,2025-09-05
CARD200240,C100989,Premium,300000,2500,Active,2022-11-29
CARD200241,C102073,Gold,500000,0,Active,2022-05-10
CARD200242,C106578,Gold,75000,0,Active,2019-06-02
CARD200243,C103686,Gold,100000,1000,Active,2023-11-14
CARD200244,C107674,Platinum,100000,0,Closed,2019-04-16
CARD200245,C104842,Blue,50000,0,Active,2025-03-17
CARD200246,C100960,Gold,100000,5000,Active,2024-03-27
CARD200247,C107938,Blue,150000,5000,Active,2018-06-05
CARD200248,C102463,Blue,300000,500,Active,2026-03-30
CARD200249,C107991,Blue,200000,0,Active,2021-05-29
CARD200250,C106219,Blue,50000,2500,Active,2025-09-26
CARD200251,C101673,Blue,100000,2500,Active,2024-02-25
CARD200252,C104748,Gold,300000,500,Active,2024-11-19
CARD200253,C104972,Gold,150000,2500,Closed,2026-04-16
CARD200254,C106103,Blue,500000,0,Blocked,2018-04-09
CARD200255,C104696,Gold,100000,500,Active,2018-09-03
CARD200256,C106734,Platinum,100000,0,Active,2023-12-31
CARD200257,C109489,Platinum,100000,2500,Active,2023-05-23
CARD200258,C107188,Gold,300000,500,Closed,2022-01-13
CARD200259,C101405,Gold,100000,0,Active,2025-01-06
CARD200260,C103056,Gold,100000,0,Active,2021-12-13
CARD200261,C108366,Gold,200000,0,Active,2020-02-11
CARD200262,C101540,Platinum,100000,0,Active,2018-02-01
CARD200263,C107732,Gold,100000,500,Active,2023-08-20
CARD200264,C101620,Platinum,300000,0,Active,2018-05-18
CARD200265,C108615,Gold,100000,2500,Active,2025-07-27
CARD200266,C102584,Gold,150000,500,Active,2019-03-14
CARD200267,C104026,Premium,50000,2500,Active,2024-11-06
CARD200268,C105149,Platinum,500000,2500,Active,2018-02-19
CARD200269,C104238,Gold,150000,1000,Active,2022-09-09
CARD200270,C107340,Platinum,500000,0,Active,2020-09-13
CARD200271,C107290,Premium,200000,500,Closed,2023-04-24
CARD200272,C101096,Gold,200000,5000,Closed,2026-01-16
CARD200273,C107883,Premium,75000,2500,Active,2025-08-24
CARD200274,C105981,Blue,100000,500,Active,2026-03-27
CARD200275,C102426,Premium,50000,500,Active,2022-11-20
CARD200276,C109982,Gold,150000,500,Active,2025-01-31
CARD200277,C100940,Blue,500000,2500,Active,2022-11-30
CARD200278,C102503,Blue,100000,5000,Active,2022-08-01
CARD200279,C104937,Platinum,100000,1000,Inactive,2021-11-19
CARD200280,C104012,Blue,100000,5000,Active,2023-01-13
CARD200281,C100067,Blue,150000,2500,Inactive,2017-04-03
CARD200282,C102945,Blue,300000,2500,Active,2026-02-27
CARD200283,C101331,Blue,150000,500,Active,2025-07-27
CARD200284,C103264,Blue,200000,500,Active,2022-04-21
CARD200285,C103964,Gold,100000,500,Active,2022-05-15
CARD200286,C109703,Gold,100000,500,Active,2017-01-13
CARD200287,C107160,Gold,75000,1000,Active,2020-12-17
CARD200288,C109734,Platinum,50000,500,Blocked,2022-07-21
CARD200289,C100943,Blue,200000,0,Active,2018-11-19
CARD200290,C107561,Platinum,200000,500,Active,2017-01-19
CARD200291,C108694,Premium,75000,500,Active,2026-02-11
CARD200292,C106029,Premium,150000,500,Closed,2024-07-05
CARD200293,C104932,Blue,150000,0,Active,2017-02-27
CARD200294,C105887,Platinum,300000,1000,Inactive,2024-09-12
CARD200295,C107744,Platinum,75000,5000,Active,2021-05-16
CARD200296,C102277,Gold,50000,0,Active,2021-10-29
CARD200297,C103256,Premium,75000,2500,Active,2024-06-02
CARD200298,C109459,Blue,75000,0,Active,2018-09-05
CARD200299,C106720,Gold,75000,0,Active,2023-01-03
CARD200300,C105888,Blue,300000,1000,Closed,2021-07-02
CARD200301,C102369,Blue,500000,2500,Active,2020-10-14
CARD200302,C105064,Platinum,150000,2500,Active,2024-08-31
CARD200303,C101477,Gold,200000,0,Active,2024-10-03
CARD200304,C109710,Platinum,150000,0,Active,2023-09-27
CARD200305,C107271,Gold,150000,2500,Active,2018-04-10
CARD200306,C103511,Premium,300000,0,Active,2019-03-20
CARD200307,C101749,Gold,300000,0,Active,2021-11-12
CARD200308,C101088,Blue,100000,2500,Active,2017-11-15
CARD200309,C102616,Blue,200000,0,Active,2021-05-25
CARD200310,C105930,Blue,50000,500,Active,2024-02-04
CARD200311,C105119,Platinum,75000,5000,Active,2020-10-15
CARD200312,C104209,Blue,100000,1000,Active,2021-10-04
CARD200313,C102970,Blue,100000,500,Active,2018-06-07
CARD200314,C103100,Gold,75000,500,Active,2019-05-17
CARD200315,C105886,Blue,300000,500,Active,2024-06-19
CARD200316,C103212,Gold,150000,2500,Active,2023-05-19
CARD200317,C106476,Premium,100000,1000,Active,2018-12-12
CARD200318,C104748,Premium,200000,2500,Active,2021-02-13
CARD200319,C107998,Premium,200000,5000,Active,2018-12-06
CARD200320,C104330,Gold,200000,500,Blocked,2024-09-19
CARD200321,C103682,Premium,100000,0,Closed,2018-04-14
CARD200322,C104300,Gold,100000,2500,Active,2020-07-22
CARD200323,C106607,Blue,100000,0,Active,2021-08-08
CARD200324,C105456,Platinum,200000,0,Active,2025-06-15
CARD200325,C100968,Platinum,100000,500,Active,2023-03-10
CARD200326,C107404,Gold,75000,5000,Active,2023-12-20
CARD200327,C102915,Blue,150000,1000,Active,2019-02-21
CARD200328,C101425,Gold,75000,1000,Active,2025-04-18
CARD200329,C108804,Gold,150000,0,Active,2025-02-10
CARD200330,C107467,Platinum,150000,500,Active,2022-11-27
CARD200331,C105067,Gold,75000,0,Active,2019-10-06
CARD200332,C107379,Gold,300000,0,Active,2025-09-14
CARD200333,C105062,Blue,100000,1000,Active,2024-05-17
CARD200334,C100766,Platinum,150000,0,Active,2025-02-06
CARD200335,C103430,Gold,200000,2500,Active,2024-06-11
CARD200336,C108710,Blue,150000,1000,Active,2017-01-28
CARD200337,C102728,Blue,50000,500,Active,2019-02-18
CARD200338,C102746,Blue,100000,500,Active,2026-03-02
CARD200339,C107619,Gold,300000,500,Active,2018-02-18
CARD200340,C102365,Blue,300000,500,Blocked,2020-03-20
CARD200341,C109579,Gold,75000,1000,Active,2020-01-22
CARD200342,C105705,Blue,100000,1000,Active,2023-01-30
CARD200343,C105124,Platinum,75000,500,Active,2020-06-14
CARD200344,C103854,Platinum,300000,5000,Active,2022-01-15
CARD200345,C107617,Gold,500000,500,Active,2022-03-16
CARD200346,C101132,Blue,100000,1000,Active,2021-12-27
CARD200347,C101617,Blue,150000,500,Active,2018-05-11
CARD200348,C108631,Blue,75000,0,Closed,2020-04-23
CARD200349,C102340,Gold,150000,5000,Active,2019-12-21
CARD200350,C105655,Blue,50000,2500,Active,2020-01-14
CARD200351,C104979,Gold,50000,0,Active,2020-06-16
CARD200352,C106075,Platinum,100000,500,Active,2020-04-16
CARD200353,C105376,Blue,300000,2500,Active,2023-01-23
CARD200354,C108326,Platinum,50000,1000,Active,2023-04-10
CARD200355,C102989,Gold,100000,1000,Active,2017-09-04
CARD200356,C101480,Blue,150000,2500,Active,2025-04-15
CARD200357,C109036,Blue,100000,500,Active,2022-01-29
CARD200358,C105699,Blue,50000,2500,Active,2021-03-13
CARD200359,C102014,Gold,150000,5000,Active,2020-11-06
CARD200360,C100810,Blue,75000,0,Closed,2024-12-11
CARD200361,C103694,Gold,100000,5000,Active,2021-10-02
CARD200362,C101112,Platinum,300000,5000,Active,2018-03-28
CARD200363,C108429,Gold,150000,500,Active,2019-07-13
CARD200364,C101121,Blue,200000,2500,Active,2025-01-30
CARD200365,C103288,Platinum,75000,0,Active,2017-03-12
CARD200366,C104250,Blue,200000,1000,Active,2018-08-07
CARD200367,C107066,Platinum,75000,500,Active,2018-02-22
CARD200368,C100783,Gold,300000,500,Active,2024-02-24
CARD200369,C102474,Platinum,150000,5000,Active,2023-09-13
CARD200370,C105190,Gold,150000,1000,Active,2021-12-22
CARD200371,C101126,Premium,75000,2500,Closed,2020-06-19
CARD200372,C103585,Blue,100000,0,Active,2017-08-05
CARD200373,C100877,Gold,50000,1000,Active,2018-04-28
CARD200374,C109127,Platinum,100000,0,Active,2023-12-09
CARD200375,C106150,Platinum,50000,0,Active,2021-02-13
CARD200376,C104879,Gold,50000,2500,Active,2025-11-01
CARD200377,C102215,Gold,75000,1000,Active,2024-02-15
CARD200378,C103203,Premium,150000,0,Active,2024-06-04
CARD200379,C104168,Gold,75000,500,Active,2024-08-09
CARD200380,C105120,Gold,300000,1000,Active,2019-07-27
CARD200381,C108174,Gold,150000,2500,Active,2018-06-27
CARD200382,C109451,Blue,100000,0,Active,2024-09-18
CARD200383,C103590,Gold,100000,0,Active,2017-08-18
CARD200384,C102625,Gold,100000,1000,Active,2025-12-24
CARD200385,C102410,Gold,75000,500,Active,2017-01-08
CARD200386,C102523,Platinum,100000,1000,Active,2022-07-26
CARD200387,C109723,Gold,50000,0,Active,2023-10-08
CARD200388,C100098,Gold,100000,1000,Closed,2024-05-22
CARD200389,C103551,Blue,100000,0,Inactive,2018-01-05
CARD200390,C102002,Premium,50000,500,Active,2023-06-20
CARD200391,C103192,Premium,150000,5000,Active,2022-08-10
CARD200392,C103951,Gold,200000,0,Active,2017-09-29
CARD200393,C105221,Blue,75000,0,Active,2018-07-01
CARD200394,C106480,Gold,100000,1000,Active,2018-01-14
CARD200395,C104969,Blue,300000,0,Active,2023-03-20
CARD200396,C103848,Blue,300000,1000,Active,2021-04-17
CARD200397,C106176,Blue,75000,1000,Active,2025-12-26
CARD200398,C104408,Blue,75000,2500,Active,2019-10-27
CARD200399,C104181,Premium,75000,0,Active,2022-02-19
CARD200400,C102557,Platinum,150000,5000,Active,2026-03-28
CARD200401,C108355,Platinum,200000,1000,Active,2019-01-08
CARD200402,C101216,Platinum,75000,2500,Active,2017-12-24
CARD200403,C106571,Gold,150000,500,Inactive,2020-09-30
CARD200404,C100630,Premium,200000,0,Active,2025-09-13
CARD200405,C105597,Gold,75000,2500,Active,2023-10-27
CARD200406,C108196,Blue,50000,500,Active,2023-01-09
CARD200407,C107811,Gold,50000,500,Active,2023-12-15
CARD200408,C103719,Gold,100000,500,Active,2025-03-19
CARD200409,C104705,Gold,75000,0,Active,2017-08-13
CARD200410,C108654,Blue,100000,0,Active,2017-06-13
CARD200411,C108038,Gold,500000,5000,Blocked,2024-05-03
CARD200412,C104354,Blue,100000,1000,Active,2019-12-27
CARD200413,C105063,Platinum,100000,500,Active,2019-09-18
CARD200414,C106724,Gold,200000,0,Active,2019-06-02
CARD200415,C109018,Gold,300000,2500,Active,2025-12-16
CARD200416,C109109,Gold,150000,5000,Inactive,2025-09-01
CARD200417,C102225,Premium,200000,0,Active,2025-05-15
CARD200418,C109299,Blue,75000,1000,Active,2026-03-28
CARD200419,C106828,Gold,75000,5000,Active,2017-06-13
CARD200420,C105667,Gold,500000,5000,Active,2023-11-13
CARD200421,C100873,Gold,500000,1000,Active,2025-06-06
CARD200422,C109035,Platinum,100000,500,Active,2022-03-10
CARD200423,C105235,Premium,200000,0,Inactive,2025-05-10
CARD200424,C101542,Gold,100000,500,Blocked,2018-05-07
CARD200425,C103200,Platinum,50000,2500,Active,2025-11-18
CARD200426,C104683,Gold,150000,0,Active,2023-06-15
CARD200427,C100200,Platinum,150000,0,Active,2019-06-23
CARD200428,C106459,Gold,50000,2500,Active,2023-02-10
CARD200429,C109520,Gold,100000,5000,Active,2018-02-07
CARD200430,C104506,Premium,150000,0,Active,2025-11-21
CARD200431,C101883,Gold,100000,0,Active,2018-11-10
CARD200432,C103757,Gold,50000,500,Inactive,2018-12-09
CARD200433,C103045,Gold,300000,5000,Active,2018-06-29
CARD200434,C102990,Blue,300000,0,Active,2023-10-13
CARD200435,C100980,Gold,300000,0,Active,2018-06-06
CARD200436,C103803,Blue,150000,5000,Active,2019-03-15
CARD200437,C101856,Platinum,300000,500,Active,2025-10-17
CARD200438,C105845,Platinum,300000,1000,Active,2026-03-01
CARD200439,C106676,Blue,150000,500,Active,2020-12-11
CARD200440,C103997,Gold,150000,1000,Active,2025-10-10
CARD200441,C109255,Platinum,150000,500,Active,2021-07-09
CARD200442,C100851,Blue,100000,0,Active,2020-04-15
CARD200443,C108477,Gold,50000,0,Active,2018-08-24
CARD200444,C102078,Blue,300000,0,Active,2020-12-16
CARD200445,C100818,Gold,100000,0,Active,2023-02-21
CARD200446,C102631,Gold,50000,0,Active,2021-09-13
CARD200447,C102766,Gold,300000,5000,Active,2022-07-09
CARD200448,C102726,Platinum,200000,0,Active,2018-06-17
CARD200449,C103781,Gold,150000,5000,Active,2020-01-19
CARD200450,C102106,Blue,500000,5000,Active,2019-10-15
CARD200451,C101401,Platinum,200000,500,Blocked,2024-10-06
CARD200452,C103478,Blue,50000,0,Active,2023-04-17
CARD200453,C102742,Platinum,200000,5000,Inactive,2018-03-02
CARD200454,C108696,Gold,50000,1000,Closed,2020-12-03
CARD200455,C102357,Blue,200000,500,Active,2017-07-22
CARD200456,C105038,Blue,75000,0,Active,2023-01-23
CARD200457,C100951,Platinum,100000,2500,Active,2017-01-14
CARD200458,C108980,Blue,200000,2500,Active,2024-03-18
CARD200459,C102240,Premium,75000,0,Active,2021-06-30
CARD200460,C102272,Gold,300000,0,Active,2019-09-04
CARD200461,C108045,Platinum,75000,2500,Active,2026-02-05
CARD200462,C100209,Gold,50000,2500,Active,2024-01-03
CARD200463,C102271,Premium,50000,500,Active,2026-01-08
CARD200464,C101161,Blue,200000,0,Active,2024-01-07
